Education,Income,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,age,nb_enf,situation_couple
2n Cycle,85710.0,600,20,350,29,30,33,0.0,1.0,2.0,2.0,0.0,0,33,0,couple
Graduation,23228.0,13,2,18,6,1,0,0.0,0.0,0.0,1.0,2.0,0,53,1,couple
Master,44602.0,167,2,89,0,0,34,1.0,1.0,0.0,1.0,2.0,0,53,2,couple
2n Cycle,38683.0,46,35,69,84,41,66,1.0,1.0,0.0,1.0,1.0,0,33,1,couple
2n Cycle,49514.0,88,39,78,58,13,93,0.0,1.0,0.0,1.0,2.0,0,47,1,celib
PhD,57906.0,243,11,119,10,3,15,1.0,1.0,0.0,2.0,1.0,0,49,1,couple
Master,43456.0,275,11,68,25,7,7,1.0,1.0,0.0,2.0,1.0,0,56,1,celib
Master,19485.0,6,0,4,0,0,0,0.0,0.0,0.0,0.0,2.0,0,36,2,celib
Graduation,53172.0,121,62,90,68,20,125,1.0,0.0,1.0,2.0,1.0,0,44,1,couple
Graduation,30545.0,4,12,15,19,7,12,0.0,0.0,0.0,1.0,1.0,0,43,1,couple
PhD,70123.0,1308,0,396,23,0,0,0.0,1.0,2.0,1.0,1.0,0,39,0,couple
Graduation,62450.0,515,47,267,62,66,38,0.0,1.0,1.0,1.0,1.0,0,63,1,celib
Graduation,21675.0,4,0,16,17,4,4,1.0,1.0,0.0,1.0,2.0,0,46,1,couple
2n Cycle,42395.0,48,13,57,24,15,25,1.0,1.0,0.0,1.0,2.0,0,41,2,celib
Master,61346.0,562,58,168,43,16,142,0.0,1.0,2.0,2.0,1.0,0,44,1,couple
Graduation,80812.0,769,22,500,210,143,33,0.0,1.0,2.0,1.0,0.0,0,69,0,couple
Master,42835.0,379,4,93,12,9,98,2.0,1.0,1.0,1.0,1.0,0,51,2,celib
Graduation,39922.0,29,12,59,19,1,36,0.0,1.0,0.0,1.0,2.0,0,39,1,couple
Master,86424.0,387,68,569,89,45,68,0.0,1.0,2.0,3.0,0.0,0,66,0,celib
2n Cycle,17117.0,12,23,38,30,18,7,1.0,1.0,0.0,1.0,2.0,0,44,1,couple
Graduation,24762.0,6,10,12,3,15,40,1.0,1.0,0.0,0.0,2.0,0,50,1,celib
Graduation,35797.0,27,1,14,4,1,21,0.0,0.0,0.0,1.0,2.0,0,47,1,couple
Graduation,36627.0,9,1,5,0,0,1,0.0,0.0,0.0,1.0,1.0,0,47,2,celib
2n Cycle,51111.0,22,0,19,6,5,3,0.0,0.0,0.0,1.0,2.0,0,41,2,couple
PhD,82072.0,889,55,685,168,92,129,0.0,1.0,0.0,3.0,0.0,0,52,0,couple
PhD,46231.0,189,2,55,0,5,12,1.0,1.0,0.0,1.0,2.0,0,69,3,celib
Graduation,42243.0,48,0,2,0,0,5,0.0,0.0,0.0,1.0,2.0,0,63,2,couple
Graduation,51195.0,230,14,156,82,24,58,2.0,2.0,0.0,1.0,2.0,0,60,2,couple
Master,68092.0,852,60,207,78,36,48,0.0,0.0,1.0,2.0,1.0,0,44,0,celib
Graduation,31814.0,35,3,20,4,1,20,0.0,0.0,0.0,1.0,2.0,0,49,1,couple
Master,51390.0,205,20,47,23,2,56,1.0,1.0,0.0,1.0,1.0,0,57,2,celib
Graduation,76630.0,255,31,446,40,56,175,0.0,1.0,2.0,3.0,0.0,0,39,0,couple
Basic,26868.0,0,0,1,8,3,2,0.0,0.0,0.0,0.0,2.0,0,31,1,celib
PhD,55260.0,825,8,53,11,0,242,0.0,2.0,2.0,1.0,1.0,0,50,1,celib
Graduation,64090.0,316,58,161,76,51,135,0.0,1.0,2.0,1.0,1.0,0,66,1,couple
Graduation,78331.0,756,138,354,160,169,61,0.0,2.0,1.0,2.0,1.0,0,64,1,celib
PhD,37087.0,194,55,134,15,0,3,1.0,1.0,0.0,2.0,1.0,0,48,1,couple
Graduation,21846.0,7,17,18,6,10,26,1.0,1.0,0.0,1.0,2.0,0,36,1,celib
Graduation,81320.0,183,33,493,59,103,57,0.0,1.0,1.0,2.0,0.0,0,64,0,couple
Graduation,54137.0,171,0,11,0,1,20,0.0,1.0,0.0,1.0,1.0,0,52,1,celib
Graduation,66825.0,243,101,405,29,40,40,0.0,1.0,1.0,1.0,0.0,0,55,0,couple
Graduation,57100.0,181,21,69,39,3,96,0.0,1.0,1.0,1.0,1.0,0,49,0,couple
Graduation,58917.0,151,7,89,0,7,28,1.0,1.0,0.0,1.0,1.0,0,53,3,couple
Graduation,85072.0,494,92,391,194,11,241,0.0,1.0,1.0,2.0,0.0,0,45,0,celib
Graduation,86429.0,464,28,873,29,18,37,0.0,2.0,1.0,2.0,0.0,0,61,0,celib
Graduation,45684.0,5,1,5,10,0,7,0.0,0.0,0.0,0.0,2.0,0,51,1,celib
Graduation,47889.0,29,0,29,0,5,4,0.0,0.0,0.0,1.0,1.0,0,48,1,couple
PhD,45921.0,102,9,49,24,3,12,0.0,0.0,0.0,1.0,1.0,0,36,0,couple
PhD,78420.0,604,28,674,91,28,28,0.0,1.0,2.0,2.0,0.0,0,56,0,celib
Graduation,75114.0,571,12,523,63,60,24,0.0,1.0,2.0,1.0,0.0,0,30,0,couple
PhD,52278.0,953,0,71,0,0,174,1.0,2.0,1.0,2.0,2.0,0,59,1,celib
Master,35641.0,63,3,67,8,9,28,0.0,1.0,0.0,1.0,2.0,0,50,1,couple
Graduation,95529.0,770,29,890,250,27,24,0.0,1.0,1.0,1.0,1.0,0,28,0,celib
Graduation,62820.0,398,61,265,138,61,53,0.0,1.0,1.0,1.0,0.0,0,68,0,couple
Master,73113.0,741,19,154,50,9,28,0.0,1.0,1.0,2.0,0.0,0,62,0,couple
2n Cycle,42607.0,156,29,56,30,32,47,0.0,1.0,0.0,2.0,1.0,0,68,1,celib
PhD,74637.0,960,64,464,146,0,16,0.0,1.0,2.0,2.0,1.0,0,68,0,celib
PhD,46015.0,38,0,2,0,0,6,0.0,0.0,0.0,1.0,2.0,0,67,2,couple
Graduation,72354.0,315,26,473,220,12,182,0.0,0.0,2.0,1.0,0.0,0,29,0,celib
Master,39858.0,15,20,25,2,7,26,0.0,0.0,0.0,1.0,1.0,0,53,1,celib
PhD,34469.0,19,6,20,0,5,12,1.0,0.0,0.0,1.0,1.0,0,74,2,couple
Graduation,83033.0,812,99,431,237,149,33,0.0,3.0,1.0,2.0,1.0,0,36,1,couple
Master,24401.0,73,28,217,10,24,115,1.0,1.0,0.0,1.0,2.0,0,43,0,couple
Graduation,77583.0,372,23,384,250,12,108,0.0,1.0,1.0,2.0,0.0,0,44,0,couple
2n Cycle,74116.0,871,111,704,145,55,166,0.0,1.0,1.0,2.0,0.0,0,40,0,celib
PhD,68397.0,760,80,466,17,13,80,0.0,1.0,2.0,1.0,1.0,0,46,1,couple
PhD,79632.0,471,0,510,99,21,12,0.0,1.0,1.0,2.0,0.0,0,48,0,couple
Graduation,46107.0,31,9,27,16,9,33,0.0,0.0,0.0,1.0,1.0,0,33,1,celib
PhD,64950.0,819,0,72,12,0,63,0.0,2.0,0.0,2.0,1.0,0,71,1,celib
Basic,25443.0,1,4,3,8,9,7,0.0,0.0,0.0,1.0,2.0,0,33,1,couple
PhD,32892.0,26,0,15,2,1,2,0.0,1.0,0.0,1.0,2.0,0,51,1,couple
Graduation,71796.0,354,21,311,167,75,32,0.0,2.0,1.0,1.0,1.0,0,51,0,couple
PhD,67536.0,1253,0,447,23,71,35,1.0,2.0,1.0,2.0,2.0,0,52,1,couple
Graduation,55239.0,371,17,238,23,24,106,1.0,2.0,1.0,2.0,1.0,0,51,1,celib
PhD,60554.0,588,7,76,110,15,15,0.0,2.0,1.0,2.0,1.0,0,47,1,celib
2n Cycle,64831.0,480,86,249,75,86,144,2.0,1.0,1.0,1.0,1.0,0,70,2,celib
PhD,56067.0,517,12,54,16,6,120,0.0,2.0,1.0,2.0,1.0,0,60,1,couple
Graduation,82025.0,267,98,606,48,70,98,0.0,1.0,0.0,1.0,0.0,0,39,0,celib
Graduation,94384.0,1111,24,790,160,45,172,0.0,1.0,2.0,1.0,0.0,0,69,0,couple
Basic,14906.0,7,7,14,7,16,15,1.0,0.0,0.0,1.0,1.0,0,36,0,celib
PhD,51563.0,1166,0,48,0,0,36,0.0,1.0,1.0,2.0,2.0,0,35,0,couple
2n Cycle,57937.0,261,42,144,55,48,133,1.0,1.0,1.0,2.0,1.0,0,40,1,couple
Graduation,68274.0,135,25,51,23,25,46,0.0,1.0,0.0,1.0,1.0,0,43,2,celib
Graduation,39771.0,6,2,18,2,8,14,0.0,0.0,0.0,1.0,1.0,0,45,1,couple
2n Cycle,67893.0,711,28,142,49,18,47,0.0,1.0,0.0,2.0,2.0,0,47,1,celib
PhD,27922.0,11,0,13,2,4,11,0.0,0.0,0.0,1.0,1.0,0,43,1,couple
PhD,52190.0,42,0,17,0,0,18,1.0,0.0,0.0,1.0,1.0,0,46,2,couple
Master,44051.0,79,7,58,6,3,18,1.0,1.0,0.0,1.0,1.0,0,49,2,celib
PhD,42767.0,20,6,43,19,5,38,0.0,1.0,0.0,0.0,2.0,0,51,2,celib
Master,46106.0,30,0,8,2,0,14,0.0,0.0,0.0,0.0,1.0,0,46,2,couple
PhD,16927.0,20,2,23,3,1,4,1.0,1.0,0.0,1.0,2.0,0,46,2,couple
Graduation,59754.0,115,27,44,4,146,139,1.0,1.0,0.0,1.0,1.0,0,57,1,couple
Graduation,53700.0,263,5,233,69,41,83,1.0,1.0,1.0,2.0,1.0,0,70,1,celib
Graduation,59041.0,69,2,15,2,2,6,0.0,0.0,0.0,1.0,1.0,0,49,2,couple
PhD,54237.0,267,3,30,4,0,57,1.0,1.0,0.0,1.0,1.0,0,65,1,celib
Graduation,70647.0,561,85,171,25,123,114,0.0,1.0,1.0,3.0,0.0,0,55,1,celib
PhD,52597.0,492,0,37,7,0,42,1.0,1.0,1.0,2.0,1.0,0,60,1,celib
Master,41021.0,14,7,9,6,16,12,0.0,0.0,0.0,1.0,1.0,0,53,1,couple
PhD,40233.0,80,4,46,0,17,2,1.0,0.0,0.0,1.0,1.0,0,47,1,couple
Graduation,50183.0,97,12,84,13,10,15,2.0,1.0,0.0,2.0,1.0,0,42,2,couple
Graduation,54753.0,197,107,227,7,59,131,1.0,1.0,0.0,3.0,1.0,0,63,1,couple
Graduation,92955.0,693,21,925,31,24,84,0.0,1.0,2.0,2.0,0.0,0,49,0,couple
Graduation,33471.0,43,2,27,0,9,12,1.0,1.0,0.0,1.0,1.0,0,49,1,couple
PhD,34596.0,14,0,2,0,0,7,0.0,0.0,0.0,0.0,2.0,0,48,1,couple
Graduation,44010.0,186,36,234,86,72,48,1.0,2.0,0.0,1.0,2.0,0,42,1,couple
Graduation,84219.0,434,137,400,45,137,45,0.0,1.0,1.0,2.0,0.0,0,34,0,couple
PhD,40706.0,59,0,11,4,2,5,1.0,1.0,0.0,1.0,1.0,0,54,3,couple
2n Cycle,15716.0,16,5,30,8,7,26,1.0,1.0,0.0,1.0,2.0,1,34,1,couple
2n Cycle,59052.0,230,35,75,63,57,31,1.0,2.0,0.0,2.0,1.0,0,63,1,celib
Master,80573.0,829,138,430,60,92,15,0.0,1.0,1.0,3.0,0.0,0,51,0,couple
Graduation,83715.0,318,8,407,150,35,8,0.0,0.0,2.0,3.0,0.0,0,60,0,couple
Master,82576.0,1206,55,445,168,18,18,0.0,0.0,1.0,2.0,0.0,0,63,0,couple
Graduation,35704.0,30,9,12,2,11,30,1.0,0.0,0.0,1.0,1.0,0,70,2,couple
Graduation,53103.0,729,17,133,11,0,195,1.0,2.0,1.0,2.0,2.0,0,68,1,couple
2n Cycle,46779.0,12,1,3,0,0,7,0.0,0.0,0.0,0.0,1.0,0,62,2,celib
Master,33462.0,22,3,18,0,0,11,0.0,0.0,0.0,1.0,2.0,0,43,1,celib
Graduation,80763.0,674,168,108,192,42,231,0.0,1.0,2.0,1.0,1.0,0,72,0,couple
PhD,65352.0,284,3,84,4,7,23,0.0,1.0,0.0,2.0,1.0,0,48,1,couple
PhD,82170.0,1023,93,651,49,55,37,0.0,1.0,1.0,2.0,0.0,0,44,0,couple
Graduation,75759.0,1394,22,708,89,91,182,0.0,2.0,2.0,2.0,1.0,0,53,0,couple
2n Cycle,79689.0,311,26,640,180,37,121,0.0,1.0,2.0,3.0,0.0,0,46,0,celib
PhD,35340.0,27,0,12,0,1,5,0.0,0.0,0.0,1.0,1.0,0,66,2,celib
Graduation,85683.0,1296,17,311,45,69,51,0.0,0.0,1.0,2.0,0.0,0,68,0,celib
2n Cycle,24884.0,3,6,7,0,0,3,0.0,0.0,0.0,1.0,1.0,0,50,1,couple
Master,42021.0,393,5,136,7,5,27,1.0,2.0,0.0,1.0,2.0,0,41,1,couple
Graduation,64449.0,218,63,282,137,35,70,1.0,1.0,1.0,3.0,1.0,0,33,1,celib
Graduation,64587.0,66,0,16,0,6,20,0.0,0.0,0.0,1.0,1.0,0,68,2,celib
Graduation,75437.0,795,0,545,95,58,0,0.0,2.0,1.0,2.0,1.0,0,44,0,couple
Graduation,52845.0,384,25,292,130,41,64,1.0,2.0,2.0,1.0,1.0,0,49,1,couple
Graduation,46086.0,244,8,32,7,2,50,1.0,1.0,0.0,2.0,1.0,0,66,1,celib
PhD,78028.0,158,19,288,25,0,38,0.0,1.0,1.0,2.0,1.0,0,66,1,celib
PhD,95169.0,1285,21,449,106,20,20,0.0,1.0,1.0,1.0,0.0,0,35,0,celib
2n Cycle,56337.0,349,16,144,28,5,182,1.0,2.0,1.0,1.0,2.0,0,41,2,couple
Graduation,22434.0,4,12,11,3,13,15,0.0,0.0,0.0,1.0,2.0,0,35,1,couple
PhD,36930.0,223,2,31,0,2,39,1.0,1.0,0.0,1.0,2.0,0,68,1,couple
Graduation,36130.0,157,43,127,68,56,37,1.0,1.0,2.0,1.0,1.0,0,68,1,celib
Master,65569.0,397,46,288,20,38,70,0.0,1.0,1.0,2.0,1.0,0,69,1,couple
PhD,36736.0,10,0,3,0,0,4,0.0,0.0,0.0,0.0,1.0,0,59,2,celib
Graduation,77568.0,1230,0,396,232,178,158,0.0,2.0,0.0,2.0,1.0,0,43,1,couple
PhD,49187.0,81,1,31,2,1,0,0.0,0.0,0.0,1.0,0.0,0,46,1,couple
Graduation,30168.0,154,20,66,0,12,27,2.0,1.0,0.0,1.0,2.0,0,44,1,celib
Master,34053.0,63,0,21,7,0,12,0.0,1.0,0.0,1.0,2.0,0,54,1,couple
Master,38196.0,30,0,11,0,0,3,1.0,0.0,0.0,1.0,1.0,0,51,2,couple
Master,59412.0,90,67,165,30,43,11,0.0,1.0,0.0,2.0,1.0,0,71,0,couple
2n Cycle,70924.0,635,114,254,132,152,76,0.0,1.0,1.0,2.0,1.0,0,57,0,couple
Graduation,54165.0,127,4,73,15,6,11,0.0,0.0,0.0,2.0,0.0,0,53,0,couple
Graduation,32300.0,13,3,6,6,5,6,0.0,0.0,0.0,1.0,2.0,0,49,1,couple
Graduation,20180.0,18,42,24,15,20,18,0.0,0.0,0.0,1.0,2.0,0,46,0,celib
Graduation,34961.0,45,2,26,4,1,1,1.0,1.0,0.0,1.0,2.0,0,49,1,couple
PhD,28440.0,38,1,24,0,0,0,0.0,0.0,0.0,1.0,2.0,0,48,1,couple
PhD,64504.0,986,36,168,16,0,108,2.0,2.0,1.0,1.0,2.0,0,69,3,couple
Master,33564.0,61,0,3,0,0,7,0.0,0.0,0.0,1.0,1.0,0,56,1,couple
Graduation,17345.0,4,9,16,17,0,12,0.0,0.0,0.0,0.0,2.0,0,44,1,couple
PhD,56320.0,201,53,172,116,77,83,1.0,1.0,1.0,2.0,1.0,0,55,1,couple
Graduation,28647.0,19,8,29,0,12,26,0.0,0.0,0.0,0.0,2.0,0,44,1,celib
Basic,15038.0,4,8,11,19,12,26,0.0,0.0,0.0,0.0,2.0,0,35,1,celib
PhD,32173.0,18,0,2,0,0,2,0.0,0.0,0.0,1.0,1.0,0,64,1,celib
2n Cycle,68316.0,806,80,161,120,11,33,1.0,2.0,1.0,2.0,1.0,0,58,1,couple
Graduation,74538.0,380,98,733,110,112,28,0.0,2.0,2.0,1.0,1.0,0,51,0,couple
Graduation,91700.0,576,172,961,125,115,19,0.0,2.0,1.0,1.0,1.0,0,51,0,celib
Graduation,68695.0,458,81,356,106,50,40,0.0,1.0,1.0,2.0,0.0,0,53,0,couple
2n Cycle,31056.0,5,10,13,3,8,16,0.0,0.0,0.0,1.0,2.0,0,45,1,couple
Graduation,28071.0,39,33,130,41,26,44,0.0,1.0,0.0,1.0,2.0,0,42,0,celib
PhD,37334.0,26,1,16,2,2,15,1.0,1.0,0.0,1.0,1.0,0,64,2,couple
Master,46423.0,68,0,16,0,0,8,1.0,0.0,0.0,1.0,2.0,0,50,2,celib
PhD,37126.0,45,3,9,4,4,7,0.0,0.0,0.0,0.0,1.0,0,51,1,couple
Graduation,47703.0,359,0,134,13,26,123,1.0,1.0,1.0,2.0,1.0,0,69,1,couple
Graduation,61180.0,403,24,29,6,24,218,0.0,1.0,1.0,1.0,1.0,0,63,1,couple
Graduation,38998.0,34,1,14,0,0,5,1.0,0.0,0.0,1.0,2.0,1,68,2,couple
Graduation,76081.0,292,30,415,63,33,200,0.0,1.0,1.0,1.0,0.0,0,60,0,couple
Graduation,34728.0,14,0,16,0,0,6,0.0,0.0,0.0,0.0,1.0,0,36,1,couple
Master,33168.0,80,1,37,0,1,3,1.0,0.0,0.0,1.0,1.0,0,57,1,celib
Master,33585.0,30,11,33,13,6,29,0.0,0.0,0.0,1.0,1.0,0,56,1,couple
PhD,77037.0,463,96,333,168,53,10,0.0,2.0,2.0,3.0,1.0,0,62,1,couple
Graduation,35196.0,75,12,141,43,39,187,1.0,1.0,0.0,1.0,2.0,0,38,1,couple
Graduation,44529.0,538,13,91,17,6,26,1.0,1.0,0.0,2.0,1.0,0,56,1,couple
PhD,28764.0,8,0,3,0,0,1,0.0,0.0,0.0,0.0,2.0,0,56,2,couple
PhD,69098.0,1315,22,780,145,0,178,0.0,2.0,2.0,2.0,1.0,0,73,0,couple
2n Cycle,25959.0,4,2,12,7,5,26,0.0,0.0,0.0,0.0,1.0,0,52,2,celib
Master,27100.0,12,0,13,2,0,10,0.0,0.0,0.0,1.0,2.0,0,39,1,couple
Graduation,70596.0,347,44,534,17,0,26,0.0,1.0,1.0,2.0,0.0,0,37,0,celib
Graduation,42557.0,192,5,53,0,5,15,1.0,1.0,0.0,1.0,2.0,0,48,1,couple
PhD,53312.0,241,0,12,0,0,25,0.0,1.0,0.0,1.0,2.0,0,71,0,couple
Graduation,72228.0,631,28,491,30,14,56,0.0,1.0,1.0,2.0,1.0,0,70,0,celib
Graduation,67605.0,336,28,282,184,54,54,0.0,0.0,2.0,1.0,0.0,0,35,0,couple
Master,62845.0,1099,0,45,0,0,34,2.0,1.0,1.0,2.0,2.0,0,73,2,couple
Graduation,65196.0,743,19,181,12,0,200,0.0,2.0,1.0,2.0,1.0,0,64,2,couple
PhD,42000.0,124,83,267,85,59,35,0.0,1.0,0.0,2.0,1.0,0,35,0,celib
PhD,35860.0,15,0,8,4,2,20,0.0,0.0,0.0,0.0,1.0,0,49,2,celib
PhD,65526.0,397,19,69,12,0,9,0.0,1.0,1.0,2.0,0.0,0,58,1,couple
Graduation,16860.0,10,4,4,3,3,14,1.0,0.0,0.0,1.0,1.0,0,61,2,couple
Graduation,83528.0,530,117,678,134,44,147,0.0,1.0,2.0,2.0,0.0,0,30,0,celib
2n Cycle,64176.0,1215,33,249,64,116,149,2.0,2.0,2.0,2.0,1.0,0,57,1,celib
Graduation,22304.0,3,2,7,0,4,2,0.0,0.0,0.0,0.0,2.0,0,66,0,celib
Graduation,67023.0,444,44,382,11,8,17,0.0,1.0,2.0,3.0,0.0,1,44,0,couple
Graduation,70713.0,736,114,279,82,76,190,1.0,1.0,1.0,2.0,1.0,0,56,1,couple
Graduation,59925.0,473,21,176,19,21,56,1.0,2.0,0.0,2.0,1.0,0,67,1,couple
Graduation,39722.0,32,0,5,2,0,8,0.0,0.0,0.0,1.0,1.0,0,69,1,couple
Graduation,46610.0,288,10,30,4,10,125,0.0,1.0,0.0,1.0,1.0,0,64,0,couple
Graduation,88347.0,1050,178,555,77,138,118,0.0,1.0,2.0,2.0,0.0,0,61,0,couple
PhD,87171.0,1001,44,107,58,44,44,0.0,1.0,2.0,2.0,0.0,0,41,0,couple
2n Cycle,26907.0,9,1,7,0,3,2,0.0,0.0,0.0,1.0,2.0,0,46,2,couple
Master,50014.0,234,14,77,19,10,42,0.0,1.0,0.0,2.0,1.0,0,54,1,celib
PhD,41014.0,7,2,6,2,0,3,0.0,0.0,0.0,0.0,2.0,0,44,1,couple
Graduation,66294.0,251,108,334,65,92,117,0.0,1.0,1.0,1.0,0.0,0,57,0,celib
Graduation,36715.0,172,10,125,21,13,16,1.0,1.0,0.0,1.0,2.0,0,51,1,couple
Graduation,79456.0,565,42,548,64,83,99,0.0,1.0,1.0,1.0,1.0,0,66,0,couple
Graduation,40479.0,5,0,8,2,0,0,0.0,0.0,0.0,1.0,1.0,0,40,1,couple
Master,75345.0,918,57,842,99,38,133,0.0,1.0,2.0,1.0,1.0,0,52,0,celib
Graduation,54233.0,652,8,158,21,0,142,1.0,2.0,1.0,1.0,2.0,0,45,1,couple
Graduation,24163.0,4,1,7,2,1,2,0.0,0.0,0.0,1.0,1.0,0,52,2,celib
PhD,84460.0,152,27,103,106,54,81,0.0,2.0,2.0,1.0,1.0,0,64,0,couple
Graduation,43776.0,8,0,9,2,1,3,0.0,0.0,0.0,0.0,1.0,0,39,1,couple
PhD,71691.0,336,130,411,240,32,43,0.0,1.0,2.0,1.0,0.0,0,64,0,celib
PhD,85844.0,938,19,843,25,95,38,0.0,1.0,1.0,2.0,0.0,0,49,0,couple
PhD,39190.0,68,8,18,19,8,12,0.0,0.0,0.0,1.0,1.0,0,48,1,celib
PhD,57236.0,105,0,9,2,1,4,1.0,0.0,0.0,1.0,1.0,0,57,2,couple
Graduation,61825.0,162,50,100,55,30,27,0.0,1.0,0.0,2.0,1.0,0,43,1,celib
Graduation,79803.0,574,8,216,21,16,33,0.0,1.0,1.0,1.0,0.0,0,64,1,celib
2n Cycle,80910.0,160,80,369,67,39,41,0.0,1.0,1.0,2.0,0.0,0,36,0,celib
Master,27590.0,6,0,5,0,0,1,0.0,0.0,0.0,0.0,2.0,0,40,1,couple
Graduation,56775.0,614,35,160,58,35,35,0.0,1.0,2.0,2.0,1.0,0,43,1,couple
Graduation,83829.0,897,161,430,186,161,27,0.0,1.0,2.0,1.0,0.0,0,47,0,celib
2n Cycle,54210.0,70,54,109,80,9,45,0.0,1.0,0.0,2.0,1.0,0,43,1,couple
Graduation,38508.0,120,19,206,25,19,54,1.0,2.0,0.0,1.0,2.0,0,36,1,couple
Graduation,53187.0,211,2,30,7,7,10,0.0,1.0,0.0,1.0,1.0,0,52,1,couple
Graduation,30023.0,11,0,16,7,6,21,0.0,0.0,0.0,1.0,2.0,0,50,1,couple
PhD,76045.0,760,53,400,17,93,0,0.0,1.0,1.0,3.0,0.0,0,62,0,celib
PhD,50870.0,53,0,8,0,0,2,0.0,0.0,0.0,1.0,1.0,0,70,1,couple
2n Cycle,65463.0,391,32,70,21,32,16,0.0,1.0,0.0,2.0,1.0,0,48,1,couple
Graduation,66480.0,199,9,57,20,21,6,2.0,1.0,0.0,2.0,1.0,0,57,2,couple
Graduation,76773.0,516,56,449,86,33,16,0.0,0.0,0.0,2.0,0.0,0,68,0,celib
2n Cycle,81698.0,709,45,115,30,160,45,0.0,2.0,0.0,1.0,1.0,0,39,0,celib
PhD,54466.0,12,0,4,0,0,0,0.0,0.0,0.0,0.0,1.0,0,49,2,celib
PhD,16269.0,19,3,18,3,1,0,1.0,1.0,0.0,1.0,2.0,0,38,1,celib
Graduation,71819.0,1224,28,140,0,14,168,1.0,1.0,1.0,1.0,1.0,0,51,1,couple
PhD,33569.0,16,2,18,3,0,24,0.0,0.0,0.0,0.0,2.0,0,39,1,couple
Master,36262.0,88,39,54,64,28,153,0.0,1.0,1.0,1.0,1.0,0,39,0,couple
Basic,22634.0,2,23,11,8,6,46,0.0,0.0,0.0,0.0,2.0,0,56,0,couple
2n Cycle,47025.0,508,11,59,23,5,29,1.0,3.0,0.0,1.0,2.0,0,44,1,couple
Graduation,70566.0,381,28,215,84,28,21,0.0,1.0,1.0,2.0,1.0,0,54,1,celib
PhD,31605.0,74,0,42,2,1,6,0.0,0.0,0.0,1.0,1.0,0,43,1,couple
Master,52034.0,146,0,93,7,13,73,1.0,1.0,0.0,1.0,2.0,0,49,2,celib
Graduation,48526.0,23,17,23,43,20,9,0.0,0.0,0.0,1.0,1.0,0,43,1,celib
Graduation,46734.0,110,5,137,26,23,29,0.0,1.0,0.0,1.0,1.0,0,68,1,couple
Graduation,39552.0,165,3,147,4,24,41,1.0,1.0,0.0,1.0,2.0,0,60,2,celib
Graduation,86358.0,957,47,494,82,47,95,1.0,1.0,1.0,1.0,2.0,0,56,2,celib
Graduation,46931.0,41,0,17,3,1,16,0.0,0.0,0.0,1.0,1.0,0,45,3,couple
Basic,16581.0,1,3,4,2,3,11,0.0,0.0,0.0,1.0,1.0,0,37,0,celib
2n Cycle,63998.0,176,29,818,0,33,112,0.0,2.0,1.0,3.0,1.0,0,70,0,celib
Master,67381.0,815,8,53,11,0,70,1.0,0.0,0.0,2.0,1.0,0,71,1,couple
Graduation,25930.0,6,1,2,2,0,4,0.0,0.0,0.0,0.0,2.0,0,55,2,celib
Graduation,42693.0,8,4,20,6,3,16,0.0,0.0,0.0,1.0,1.0,0,44,1,couple
Graduation,85606.0,717,42,864,219,30,84,0.0,1.0,1.0,2.0,1.0,0,46,1,couple
Graduation,72903.0,1067,138,750,0,19,39,0.0,2.0,1.0,2.0,1.0,0,37,0,celib
2n Cycle,49669.0,166,5,107,11,8,29,0.0,1.0,0.0,1.0,1.0,0,48,1,couple
PhD,36778.0,29,4,34,2,4,4,1.0,1.0,0.0,1.0,2.0,0,54,2,couple
PhD,85696.0,714,76,395,116,0,12,0.0,1.0,1.0,2.0,0.0,0,60,0,celib
Graduation,49678.0,229,5,56,3,2,20,0.0,1.0,0.0,1.0,1.0,0,61,1,couple
Graduation,37155.0,23,0,26,7,15,3,0.0,0.0,0.0,1.0,1.0,0,33,1,couple
2n Cycle,21282.0,1,5,8,4,8,20,0.0,0.0,0.0,0.0,1.0,0,44,1,celib
PhD,33419.0,56,0,12,0,0,18,0.0,0.0,0.0,1.0,2.0,0,60,1,celib
Graduation,63285.0,508,124,249,50,38,134,0.0,1.0,1.0,3.0,1.0,0,77,0,celib
Master,21255.0,29,0,25,2,2,3,1.0,0.0,0.0,1.0,1.0,0,48,1,couple
Graduation,42162.0,46,7,59,2,4,27,0.0,1.0,0.0,1.0,1.0,0,41,1,couple
Graduation,54450.0,454,0,171,8,19,32,2.0,2.0,0.0,2.0,2.0,0,66,2,couple
PhD,57744.0,350,3,39,0,0,19,0.0,2.0,0.0,1.0,2.0,0,68,1,couple
Graduation,26576.0,10,0,8,0,0,9,0.0,0.0,0.0,0.0,2.0,0,36,1,celib
PhD,57513.0,735,40,183,52,20,30,0.0,2.0,1.0,3.0,1.0,0,79,0,celib
Graduation,68142.0,897,126,196,91,112,37,1.0,2.0,1.0,1.0,1.0,0,58,1,couple
Graduation,83145.0,777,35,731,39,137,114,0.0,1.0,2.0,2.0,0.0,0,48,0,couple
Master,54197.0,162,6,37,6,13,13,0.0,0.0,1.0,1.0,0.0,0,62,1,couple
PhD,23091.0,35,0,11,0,0,2,1.0,0.0,0.0,1.0,2.0,0,59,2,celib
